
Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative,
165744.00,147.73,4.00,147.80,-0.00,
165793.00,147.47,4.00,147.59,0.00,
165843.00,147.47,4.00,147.54,-0.00,
165892.00,147.40,4.00,147.47,0.00,
165941.00,147.40,4.00,147.50,-0.00,
165992.00,147.40,4.00,147.43,0.00,
166047.00,146.93,4.00,147.32,0.00,
166096.00,146.78,4.00,147.18,-0.00,
166145.00,146.71,4.00,147.05,0.00,
166195.00,146.71,4.00,146.91,0.00,
166248.00,147.33,4.00,146.89,0.00,
166297.00,147.30,4.00,146.97,0.00,
166346.00,146.64,4.00,146.94,-0.00,
166396.00,146.64,4.00,146.92,-0.00,
166445.00,147.51,4.00,147.08,0.00,
166494.00,147.11,4.00,147.04,0.00,
166545.00,147.11,4.00,147.00,-0.00,
166594.00,146.48,4.00,146.97,0.00,
166643.00,146.85,4.00,147.01,-0.00,
166693.00,147.22,4.00,146.95,0.00,
166742.00,147.22,4.00,146.97,0.00,
166792.00,146.66,4.00,146.89,-0.00,
166842.00,146.22,4.00,146.83,-0.00,
166891.00,146.22,4.00,146.71,0.00,
166943.00,146.92,4.00,146.65,0.00,
166992.00,146.12,4.00,146.43,0.00,
167042.00,145.79,4.00,146.25,-0.00,
167091.00,145.79,4.00,146.17,0.00,
167141.00,144.87,4.00,145.90,0.00,
167190.00,145.09,4.00,145.53,-0.00,
167239.00,145.09,4.00,145.33,0.00,
167289.00,144.58,4.00,145.09,-0.00,
167338.00,144.47,4.00,144.82,-0.00,
167387.00,144.18,4.00,144.68,0.00,
167436.00,144.18,4.00,144.50,-0.00,
167487.00,143.78,4.00,144.24,0.00,
167541.00,143.45,4.00,144.01,-0.00,
167591.00,143.45,4.00,143.80,0.00,
167643.00,144.22,4.00,143.81,0.00,
167692.00,143.60,4.00,143.70,0.00,
167742.00,142.72,4.00,143.49,-0.00,
167791.00,142.72,4.00,143.34,-0.00,
167840.00,142.80,4.00,143.21,0.00,
167890.00,142.83,4.00,142.93,0.00,
167939.00,142.10,4.00,142.63,-0.00,
167988.00,142.10,4.00,142.51,-0.00,
168038.00,142.76,4.00,142.52,0.00,
168088.00,142.58,4.00,142.47,0.00,
168137.00,142.58,4.00,142.42,-0.00,
168186.00,142.32,4.00,142.47,0.00,
168235.00,142.53,4.00,142.55,-0.00,
168284.00,142.53,4.00,142.51,0.00,
168337.00,142.31,4.00,142.46,-0.00,
168387.00,142.46,4.00,142.43,-0.00,
168436.00,142.24,4.00,142.42,0.00,
168485.00,142.24,4.00,142.36,-0.00,
168535.00,142.39,4.00,142.33,0.00,
168584.00,141.44,4.00,142.15,0.00,
168635.00,141.47,4.00,141.95,-0.00,
168684.00,141.47,4.00,141.80,0.00,
168733.00,141.44,4.00,141.64,-0.00,
168783.00,140.81,4.00,141.33,-0.00,
168832.00,140.81,4.00,141.20,-0.00,
168881.00,140.74,4.00,141.05,0.00,
168932.00,141.29,4.00,141.02,-0.00,
168981.00,140.67,4.00,140.86,0.00,
169039.00,140.67,4.00,140.83,-0.00,
169088.00,140.08,4.00,140.69,0.00,
169137.00,139.72,4.00,140.48,-0.00,
169188.00,139.72,4.00,140.17,0.00,
169237.00,140.15,4.00,140.07,0.00,
169287.00,139.90,4.00,139.91,0.00,
169336.00,140.53,4.00,140.00,-0.00,
169385.00,140.53,4.00,140.16,0.00,
169435.00,139.69,4.00,140.16,-0.00,
169484.00,139.76,4.00,140.08,-0.00,
169534.00,139.76,4.00,140.05,0.00,
169584.00,139.36,4.00,139.82,-0.00,
169633.00,139.00,4.00,139.52,-0.00,
169682.00,139.22,4.00,139.42,0.00,
169734.00,139.22,4.00,139.31,0.00,
169785.00,139.33,4.00,139.22,-0.00,
169834.00,138.63,4.00,139.08,0.00,
169911.00,138.96,4.00,139.07,-0.00,
169962.00,138.84,4.00,139.00,0.00,
170011.00,138.84,4.00,138.92,-0.00,
170060.00,138.88,4.00,138.83,0.00,
170110.00,138.55,4.00,138.82,0.00,
170159.00,138.55,4.00,138.73,-0.00,
170208.00,138.65,4.00,138.70,0.00,
170259.00,138.80,4.00,138.69,0.00,
170308.00,137.78,4.00,138.47,0.00,
170357.00,137.78,4.00,138.31,-0.00,
170407.00,138.29,4.00,138.26,0.00,
170456.00,137.85,4.00,138.10,0.00,
170508.00,137.81,4.00,137.90,-0.00,
170564.00,137.81,4.00,137.91,0.00,
170613.00,137.45,4.00,137.84,0.00,
170663.00,137.38,4.00,137.66,-0.00,
170712.00,137.38,4.00,137.57,0.00,
170761.00,136.58,4.00,137.32,0.00,
170812.00,136.76,4.00,137.11,-0.00,
170861.00,136.83,4.00,136.98,0.00,
170910.00,136.83,4.00,136.88,-0.00,
170960.00,136.25,4.00,136.65,-0.00,
171009.00,136.07,4.00,136.55,-0.00,
171058.00,136.07,4.00,136.41,0.00,
171109.00,136.58,4.00,136.36,0.00,
171158.00,135.70,4.00,136.13,0.00,
171210.00,135.56,4.00,135.99,-0.00,
171259.00,135.56,4.00,135.89,0.00,
171309.00,135.60,4.00,135.80,0.00,
171358.00,135.42,4.00,135.57,0.00,
171408.00,135.42,4.00,135.51,-0.00,
171458.00,134.72,4.00,135.34,0.00,
171507.00,135.02,4.00,135.23,-0.00,
171556.00,135.16,4.00,135.15,0.00,
171606.00,135.16,4.00,135.10,-0.00,
171655.00,134.61,4.00,134.93,-0.00,
171706.00,134.57,4.00,134.90,-0.00,
171755.00,134.57,4.00,134.82,0.00,
171804.00,134.68,4.00,134.72,0.00,
171854.00,134.32,4.00,134.55,0.00,
171906.00,135.19,4.00,134.67,-0.00,
171955.00,135.19,4.00,134.79,0.00,
172005.00,134.28,4.00,134.73,-0.00,
172061.00,134.39,4.00,134.68,-0.00,
172110.00,134.32,4.00,134.67,0.00,
172159.00,134.32,4.00,134.50,-0.00,
172209.00,134.32,4.00,134.32,0.00,
172259.00,133.99,4.00,134.26,0.00,
172308.00,133.99,4.00,134.18,-0.00,
172358.00,133.26,4.00,133.97,0.00,
172407.00,133.07,4.00,133.72,-0.00,
172456.00,133.26,4.00,133.51,0.00,
172506.00,133.26,4.00,133.37,0.00,
172555.00,133.11,4.00,133.19,-0.00,
172608.00,133.07,4.00,133.15,-0.00,
172657.00,133.07,4.00,133.15,0.00,
172706.00,133.04,4.00,133.11,0.00,
172756.00,132.71,4.00,133.00,-0.00,
172805.00,133.18,4.00,133.01,-0.00,
172854.00,133.18,4.00,133.04,0.00,
172904.00,131.94,4.00,132.81,-0.00,
172954.00,132.75,4.00,132.75,-0.00,
173003.00,132.75,4.00,132.76,0.00,
173052.00,132.27,4.00,132.58,-0.00,
173101.00,131.83,4.00,132.31,-0.00,
173151.00,131.90,4.00,132.30,0.00,
173201.00,131.90,4.00,132.13,0.00,
173250.00,131.06,4.00,131.79,-0.00,
173302.00,131.28,4.00,131.60,-0.00,
173351.00,131.28,4.00,131.49,0.00,
173400.00,132.09,4.00,131.52,-0.00,
173449.00,131.76,4.00,131.49,0.00,
173500.00,131.28,4.00,131.54,-0.00,
173554.00,131.28,4.00,131.54,-0.00,
173604.00,131.72,4.00,131.62,0.00,
173653.00,131.50,4.00,131.51,0.00,
173702.00,131.68,4.00,131.49,-0.00,
173753.00,131.68,4.00,131.57,0.00,
173802.00,132.52,4.00,131.82,-0.00,
173851.00,131.93,4.00,131.86,0.00,
173900.00,131.93,4.00,131.95,-0.00,
173949.00,131.86,4.00,131.98,0.00,
174001.00,131.06,4.00,131.86,-0.00,
174052.00,130.58,4.00,131.47,-0.00,
174101.00,130.58,4.00,131.20,0.00,
174150.00,131.21,4.00,131.06,0.00,
174200.00,130.88,4.00,130.86,0.00,
174249.00,130.88,4.00,130.82,-0.00,
174298.00,130.47,4.00,130.80,0.00,
174348.00,129.74,4.00,130.63,-0.00,
174398.00,130.58,4.00,130.51,-0.00,
174447.00,130.58,4.00,130.45,0.00,
174497.00,130.47,4.00,130.37,-0.00,
174546.00,130.15,4.00,130.30,-0.00,
174595.00,130.15,4.00,130.38,-0.00,
174645.00,129.89,4.00,130.25,0.00,
174698.00,129.53,4.00,130.04,-0.00,
174747.00,129.06,4.00,129.75,-0.00,
174797.00,129.06,4.00,129.54,-0.00,
174846.00,129.24,4.00,129.35,0.00,
174895.00,129.09,4.00,129.19,0.00,
174945.00,129.09,4.00,129.11,-0.00,
174995.00,129.24,4.00,129.14,0.00,
175049.00,129.28,4.00,129.19,0.00,
175099.00,128.83,4.00,129.11,-0.00,
175149.00,128.83,4.00,129.05,-0.00,
175198.00,129.46,4.00,129.13,0.00,
175249.00,129.53,4.00,129.19,0.00,
175298.00,130.41,4.00,129.41,-0.00,
175347.00,130.48,4.00,129.74,0.00,
175399.00,129.96,4.00,129.97,-0.00,
175449.00,130.33,4.00,130.14,-0.00,
175498.00,130.33,4.00,130.30,0.00,
175548.00,129.41,4.00,130.10,-0.00,
175598.00,129.96,4.00,130.00,-0.00,
175647.00,129.92,4.00,129.99,0.00,
175696.00,129.92,4.00,129.91,-0.00,
175746.00,130.54,4.00,129.95,0.00,
175795.00,129.23,4.00,129.91,0.00,
175845.00,129.23,4.00,129.77,-0.00,
175895.00,129.23,4.00,129.63,0.00,
175944.00,130.25,4.00,129.69,0.00,
175993.00,129.74,4.00,129.53,0.00,
176043.00,129.74,4.00,129.63,-0.00,
176095.00,129.48,4.00,129.69,0.00,
176145.00,129.45,4.00,129.73,-0.00,
176194.00,129.45,4.00,129.57,0.00,
176244.00,129.99,4.00,129.62,0.00,
176293.00,129.26,4.00,129.53,0.00,
176342.00,129.23,4.00,129.47,-0.00,
176392.00,129.23,4.00,129.43,0.00,
176442.00,128.97,4.00,129.34,0.00,
176491.00,129.74,4.00,129.28,-0.00,
176545.00,129.74,4.00,129.38,0.00,
176596.00,129.26,4.00,129.39,-0.00,
176645.00,129.34,4.00,129.41,-0.00,
176694.00,129.12,4.00,129.44,0.00,
176745.00,129.12,4.00,129.32,-0.00,
176797.00,129.23,4.00,129.22,0.00,
176846.00,129.41,4.00,129.25,0.00,
176895.00,129.70,4.00,129.32,0.00,
176945.00,129.70,4.00,129.43,0.00,
176995.00,129.41,4.00,129.49,-0.00,
177044.00,130.21,4.00,129.69,-0.00,
177094.00,130.21,4.00,129.85,0.00,
177143.00,130.17,4.00,129.94,-0.00,
177192.00,130.47,4.00,130.09,-0.00,
177242.00,130.32,4.00,130.28,0.00,
177291.00,130.32,4.00,130.30,-0.00,
177342.00,130.98,4.00,130.45,0.00,
177391.00,130.32,4.00,130.48,0.00,
177440.00,130.32,4.00,130.45,-0.00,
177492.00,129.99,4.00,130.38,0.00,
177542.00,130.79,4.00,130.48,-0.00,
177591.00,130.90,4.00,130.46,0.00,
177641.00,130.90,4.00,130.58,-0.00,
177691.00,130.02,4.00,130.52,-0.00,
177740.00,130.43,4.00,130.61,-0.00,
177789.00,130.43,4.00,130.54,0.00,
177839.00,129.62,4.00,130.28,-0.00,
177888.00,130.43,4.00,130.19,-0.00,
177939.00,129.92,4.00,130.17,0.00,
177988.00,129.92,4.00,130.06,-0.00,
178042.00,130.36,4.00,130.05,0.00,
178092.00,129.55,4.00,130.03,0.00,
178142.00,129.55,4.00,129.86,-0.00,
178195.00,129.85,4.00,129.84,0.00,
178244.00,129.92,4.00,129.84,0.00,
178293.00,130.36,4.00,129.85,-0.00,
178342.00,130.36,4.00,130.01,0.00,
178392.00,129.92,4.00,130.08,-0.00,
178441.00,130.29,4.00,130.17,-0.00,
178491.00,129.74,4.00,130.13,0.00,
178540.00,129.77,4.00,130.02,-0.00,
178590.00,129.81,4.00,129.91,0.00,
178639.00,129.48,4.00,129.82,0.00,
178688.00,129.48,4.00,129.66,-0.00,
178737.00,130.54,4.00,129.82,0.00,
178787.00,130.76,4.00,130.01,0.00,
178837.00,130.76,4.00,130.20,-0.00,
178889.00,130.21,4.00,130.35,-0.00,
178938.00,130.79,4.00,130.61,-0.00,
178987.00,130.75,4.00,130.65,0.00,
179036.00,130.75,4.00,130.65,-0.00,
179087.00,130.79,4.00,130.66,0.00,
179136.00,130.43,4.00,130.70,0.00,
179185.00,130.53,4.00,130.65,-0.00,
179234.00,130.61,4.00,130.62,0.00,
179283.00,130.39,4.00,130.55,-0.00,
179333.00,130.10,4.00,130.41,-0.00,
179382.00,130.10,4.00,130.34,-0.00,
179432.00,130.57,4.00,130.35,0.00,
179481.00,130.28,4.00,130.29,0.00,
179531.00,130.28,4.00,130.27,-0.00,
179588.00,130.24,4.00,130.29,0.00,
179638.00,129.69,4.00,130.21,-0.00,
179688.00,130.39,4.00,130.18,-0.00,
179737.00,130.39,4.00,130.20,0.00,
179787.00,130.46,4.00,130.23,-0.00,
179836.00,130.64,4.00,130.31,0.00,
179885.00,130.17,4.00,130.41,0.00,
179935.00,130.17,4.00,130.37,-0.00,
179985.00,129.87,4.00,130.26,0.00,
180034.00,130.06,4.00,130.18,-0.00,
180084.00,130.06,4.00,130.07,0.00,
180133.00,130.36,4.00,130.10,-0.00,
180182.00,130.06,4.00,130.08,0.00,
180232.00,129.00,4.00,129.91,-0.00,
180285.00,129.00,4.00,129.70,-0.00,
180334.00,129.30,4.00,129.55,0.00,
180383.00,130.17,4.00,129.51,0.00,
180433.00,130.17,4.00,129.53,0.00,
180482.00,130.36,4.00,129.80,-0.00,
180531.00,129.69,4.00,129.94,0.00,
180582.00,130.24,4.00,130.13,-0.00,
180631.00,130.24,4.00,130.14,0.00,
180680.00,129.91,4.00,130.09,-0.00,
180730.00,130.50,4.00,130.12,-0.00,
180779.00,130.50,4.00,130.28,0.00,
180828.00,129.80,4.00,130.19,-0.00,
180879.00,130.06,4.00,130.15,-0.00,
180928.00,130.16,4.00,130.20,0.00,
180980.00,130.16,4.00,130.14,-0.00,
181034.00,130.24,4.00,130.09,-0.00,
181085.00,130.68,4.00,130.26,0.00,
181135.00,130.50,4.00,130.35,0.00,
181184.00,130.50,4.00,130.41,-0.00,
181233.00,130.57,4.00,130.50,0.00,
181283.00,129.62,4.00,130.37,0.00,
181332.00,129.62,4.00,130.16,-0.00,
181381.00,129.76,4.00,130.01,0.00,
181431.00,129.90,4.00,129.89,0.00,
181481.00,129.58,4.00,129.69,0.00,
181530.00,129.58,4.00,129.69,-0.00,
181580.00,129.25,4.00,129.61,0.00,
181629.00,129.69,4.00,129.60,-0.00,
181681.00,129.69,4.00,129.56,0.00,
181731.00,129.87,4.00,129.62,-0.00,
181781.00,130.86,4.00,129.87,0.00,
181830.00,130.75,4.00,130.17,0.00,
181879.00,130.75,4.00,130.39,-0.00,
181929.00,130.06,4.00,130.46,0.00,
181978.00,130.32,4.00,130.55,-0.00,
182027.00,130.32,4.00,130.44,0.00,
182078.00,130.02,4.00,130.29,-0.00,
182127.00,130.21,4.00,130.18,-0.00,
182176.00,130.17,4.00,130.21,0.00,
182226.00,130.17,4.00,130.18,-0.00,
182275.00,130.20,4.00,130.15,0.00,
182324.00,130.86,4.00,130.32,0.00,
182377.00,130.86,4.00,130.45,0.00,
182427.00,130.16,4.00,130.45,-0.00,
182476.00,130.60,4.00,130.54,-0.00,
182530.00,131.22,4.00,130.74,0.00,
182580.00,131.22,4.00,130.81,0.00,
182631.00,130.82,4.00,130.80,-0.00,
182680.00,130.78,4.00,130.93,-0.00,
182729.00,130.34,4.00,130.88,0.00,
182779.00,130.34,4.00,130.70,-0.00,
182828.00,129.83,4.00,130.42,0.00,
182877.00,129.50,4.00,130.16,-0.00,
182928.00,129.50,4.00,129.90,0.00,
182977.00,130.38,4.00,129.91,0.00,
183026.00,130.34,4.00,129.91,0.00,
183078.00,130.12,4.00,129.97,-0.00,
183128.00,130.12,4.00,130.09,-0.00,
183177.00,130.30,4.00,130.25,0.00,
183228.00,129.72,4.00,130.12,0.00,
183277.00,129.72,4.00,130.00,-0.00,
183326.00,129.58,4.00,129.89,0.00,
183376.00,129.72,4.00,129.81,-0.00,
183425.00,130.27,4.00,129.80,0.00,
183474.00,130.27,4.00,129.91,0.00,
183525.00,129.83,4.00,129.93,-0.00,
183574.00,129.95,4.00,130.01,-0.00,
183623.00,129.95,4.00,130.05,0.00,
183673.00,129.90,4.00,129.98,-0.00,
183722.00,129.73,4.00,129.87,-0.00,
183774.00,129.33,4.00,129.77,-0.00,
183824.00,129.33,4.00,129.65,-0.00,
183873.00,130.16,4.00,129.69,0.00,
183923.00,130.13,4.00,129.73,0.00,
183972.00,130.13,4.00,129.81,-0.00,
184026.00,129.69,4.00,129.89,0.00,
184076.00,130.28,4.00,130.08,-0.00,
184126.00,130.12,4.00,130.07,0.00,
184175.00,130.12,4.00,130.07,-0.00,
184225.00,130.92,4.00,130.23,0.00,
184274.00,130.63,4.00,130.42,0.00,
184323.00,130.45,4.00,130.45,-0.00,
184372.00,130.45,4.00,130.52,0.00,
184423.00,131.18,4.00,130.73,0.00,
184482.00,130.81,4.00,130.70,0.00,
184531.00,130.56,4.00,130.69,-0.00,
184581.00,130.56,4.00,130.71,0.00,
184630.00,130.70,4.00,130.76,0.00,
184680.00,130.04,4.00,130.53,0.00,
184729.00,130.04,4.00,130.38,-0.00,
184778.00,130.48,4.00,130.37,0.00,
184828.00,130.05,4.00,130.26,0.00,
184877.00,130.05,4.00,130.13,-0.00,
184926.00,129.61,4.00,130.05,0.00,
184976.00,129.68,4.00,129.97,-0.00,
185026.00,129.94,4.00,129.86,0.00,
185075.00,129.94,4.00,129.84,0.00,
185124.00,129.06,4.00,129.64,-0.00,
185176.00,129.06,4.00,129.54,-0.00,
185225.00,129.61,4.00,129.52,0.00,
185276.00,129.61,4.00,129.45,0.00,
185325.00,129.32,4.00,129.33,-0.00,
185374.00,129.10,4.00,129.34,-0.00,
185424.00,129.10,4.00,129.35,0.00,
185478.00,128.52,4.00,129.13,0.00,
185529.00,128.92,4.00,128.99,-0.00,
185579.00,129.54,4.00,129.03,0.00,
185628.00,129.54,4.00,129.12,0.00,
185677.00,128.85,4.00,129.07,-0.00,
185727.00,129.32,4.00,129.23,-0.00,
185776.00,129.32,4.00,129.31,0.00,
185827.00,129.03,4.00,129.21,-0.00,
185879.00,128.81,4.00,129.07,-0.00,
185928.00,128.59,4.00,129.01,0.00,
185977.00,128.59,4.00,128.87,-0.00,
186027.00,128.52,4.00,128.71,0.00,
186076.00,128.74,4.00,128.65,-0.00,
186126.00,128.74,4.00,128.63,0.00,
186176.00,129.57,4.00,128.83,-0.00,
186225.00,129.03,4.00,128.92,0.00,
186275.00,129.03,4.00,129.02,-0.00,
186324.00,129.03,4.00,129.08,0.00,
186373.00,128.74,4.00,129.08,0.00,
186422.00,128.70,4.00,128.90,-0.00,
186473.00,128.70,4.00,128.84,0.00,
186522.00,128.66,4.00,128.76,0.00,
186574.00,128.08,4.00,128.57,-0.00,
186623.00,128.08,4.00,128.44,-0.00,
186673.00,128.08,4.00,128.32,0.00,
186723.00,127.93,4.00,128.16,0.00,
186772.00,127.13,4.00,127.86,-0.00,
186822.00,127.13,4.00,127.67,-0.00,
186871.00,127.27,4.00,127.51,0.00,
186920.00,127.49,4.00,127.39,0.00,
186975.00,126.43,4.00,127.09,0.00,
187026.00,126.43,4.00,126.95,-0.00,
187075.00,126.83,4.00,126.89,0.00,
187125.00,126.91,4.00,126.82,0.00,
187174.00,127.35,4.00,126.79,-0.00,
187223.00,127.35,4.00,126.97,0.00,
187275.00,126.69,4.00,127.02,-0.00,
187326.00,127.05,4.00,127.07,-0.00,
187375.00,127.05,4.00,127.10,0.00,
187424.00,126.47,4.00,126.92,-0.00,
187474.00,126.19,4.00,126.69,-0.00,
187523.00,125.86,4.00,126.52,0.00,
187573.00,125.86,4.00,126.28,-0.00,
187623.00,125.31,4.00,125.94,0.00,
187672.00,125.78,4.00,125.80,-0.00,
187722.00,125.78,4.00,125.72,0.00,
187771.00,126.51,4.00,125.85,-0.00,
187820.00,125.82,4.00,125.84,0.00,
187870.00,125.12,4.00,125.80,-0.00,
187920.00,125.12,4.00,125.67,-0.00,
187972.00,125.97,4.00,125.71,0.00,
188021.00,126.44,4.00,125.69,0.00,
188071.00,126.44,4.00,125.82,-0.00,
188120.00,125.82,4.00,125.96,-0.00,
188169.00,125.67,4.00,126.07,-0.00,
188220.00,125.13,4.00,125.90,0.00,
188269.00,125.13,4.00,125.64,-0.00,
188319.00,123.81,4.00,125.11,0.00,
188368.00,123.84,4.00,124.72,-0.00,
188417.00,123.84,4.00,124.35,0.00,
188471.00,124.06,4.00,124.14,-0.00,
188523.00,124.28,4.00,123.97,0.00,
188572.00,122.93,4.00,123.79,-0.00,
188622.00,122.93,4.00,123.61,-0.00,
188674.00,123.12,4.00,123.47,0.00,
188723.00,123.19,4.00,123.29,0.00,
188773.00,123.34,4.00,123.10,-0.00,
188823.00,123.34,4.00,123.18,0.00,
188872.00,123.01,4.00,123.20,-0.00,
188921.00,122.39,4.00,123.05,-0.00,
188971.00,122.39,4.00,122.89,-0.00,
189020.00,122.75,4.00,122.77,0.00,
189070.00,122.06,4.00,122.52,0.00,
189120.00,122.17,4.00,122.35,-0.00,
189169.00,122.17,4.00,122.31,0.00,
189219.00,122.06,4.00,122.24,-0.00,
189268.00,121.44,4.00,121.98,-0.00,
189317.00,121.44,4.00,121.86,-0.00,
189370.00,121.84,4.00,121.79,0.00,
189419.00,121.19,4.00,121.60,0.00,
189469.00,120.53,4.00,121.29,-0.00,
189518.00,120.53,4.00,121.11,-0.00,
189567.00,121.91,4.00,121.20,0.00,
189616.00,120.71,4.00,120.97,0.00,
189667.00,120.71,4.00,120.88,-0.00,
189716.00,121.51,4.00,121.07,0.00,
189765.00,121.37,4.00,121.24,0.00,
189814.00,121.29,4.00,121.12,-0.00,
189863.00,121.29,4.00,121.23,0.00,
189913.00,121.15,4.00,121.32,0.00,
189967.00,121.95,4.00,121.41,-0.00,
190018.00,120.82,4.00,121.30,0.00,
190067.00,120.82,4.00,121.21,-0.00,
190114.00,120.16,4.00,120.98,0.00,
190163.00,120.27,4.00,120.80,-0.00,
190213.00,120.27,4.00,120.47,0.00,
190262.00,120.31,4.00,120.37,-0.00,
190312.00,119.54,4.00,120.11,0.00,
190361.00,119.54,4.00,119.99,-0.00,
190411.00,119.47,4.00,119.83,0.00,
190460.00,118.85,4.00,119.54,-0.00,
190509.00,119.06,4.00,119.29,-0.00,
190558.00,119.06,4.00,119.20,0.00,
190608.00,119.03,4.00,119.10,-0.00,
190658.00,118.92,4.00,118.99,-0.00,
190707.00,118.92,4.00,119.00,-0.00,
190759.00,118.12,4.00,118.81,0.00,
190808.00,118.45,4.00,118.69,-0.00,
190858.00,117.39,4.00,118.36,0.00,
190908.00,117.39,4.00,118.05,-0.00,
190957.00,118.01,4.00,117.87,0.00,
191007.00,117.83,4.00,117.81,0.00,
191056.00,117.83,4.00,117.69,-0.00,
191105.00,117.61,4.00,117.73,0.00,
191155.00,117.57,4.00,117.77,-0.00,
191205.00,117.87,4.00,117.74,0.00,
191254.00,117.87,4.00,117.75,0.00,
191304.00,117.93,4.00,117.77,-0.00,
191353.00,117.90,4.00,117.83,0.00,
191403.00,117.90,4.00,117.89,-0.00,
191452.00,118.19,4.00,117.96,0.00,
191511.00,117.97,4.00,117.98,0.00,
191560.00,117.24,4.00,117.84,-0.00,
191609.00,117.24,4.00,117.71,-0.00,
191659.00,118.22,4.00,117.77,0.00,
191708.00,117.02,4.00,117.54,0.00,
191759.00,116.80,4.00,117.30,-0.00,
191808.00,116.80,4.00,117.21,0.00,
191857.00,116.69,4.00,117.10,0.00,
191906.00,116.04,4.00,116.67,-0.00,
191956.00,116.04,4.00,116.47,-0.00,
192005.00,116.51,4.00,116.41,0.00,
192055.00,116.22,4.00,116.30,0.00,
192105.00,115.41,4.00,116.04,-0.00,
192154.00,115.41,4.00,115.92,-0.00,
192206.00,115.30,4.00,115.77,0.00,
192256.00,115.05,4.00,115.48,-0.00,
192305.00,115.05,4.00,115.25,-0.00,
192355.00,115.19,4.00,115.20,0.00,
192405.00,114.83,4.00,115.09,0.00,
192454.00,114.83,4.00,114.99,-0.00,
192503.00,114.83,4.00,114.95,0.00,
192553.00,115.16,4.00,114.97,0.00,
192602.00,114.69,4.00,114.87,0.00,
192651.00,114.69,4.00,114.84,-0.00,
192702.00,114.32,4.00,114.74,0.00,
192751.00,114.54,4.00,114.68,-0.00,
192800.00,114.11,4.00,114.47,0.00,
192850.00,114.11,4.00,114.35,-0.00,
192902.00,114.11,4.00,114.24,0.00,
192957.00,113.93,4.00,114.16,0.00,
193007.00,114.14,4.00,114.08,-0.00,
193057.00,114.14,4.00,114.09,0.00,
193106.00,113.81,4.00,114.03,-0.00,
193155.00,112.97,4.00,113.80,-0.00,
193205.00,112.97,4.00,113.61,-0.00,
193255.00,114.83,4.00,113.75,0.00,
193304.00,113.70,4.00,113.66,0.00,
193354.00,114.03,4.00,113.70,-0.00,
193403.00,114.03,4.00,113.91,0.00,
193452.00,112.57,4.00,113.83,-0.00,
193501.00,113.26,4.00,113.52,-0.00,
193552.00,113.26,4.00,113.43,0.00,
193604.00,113.33,4.00,113.29,-0.00,
193653.00,112.46,4.00,112.98,0.00,
193703.00,112.35,4.00,112.94,-0.00,
193752.00,112.35,4.00,112.75,0.00,
193801.00,112.03,4.00,112.51,0.00,
193852.00,111.74,4.00,112.19,-0.00,
193901.00,111.74,4.00,112.04,0.00,
193950.00,111.48,4.00,111.87,0.00,
194000.00,112.06,4.00,111.81,-0.00,
194049.00,111.33,4.00,111.67,0.00,
194098.00,111.33,4.00,111.59,-0.00,
194149.00,111.15,4.00,111.47,0.00,
194198.00,111.34,4.00,111.44,-0.00,
194248.00,111.34,4.00,111.30,0.00,
194300.00,111.48,4.00,111.33,-0.00,
194349.00,110.90,4.00,111.24,0.00,
194398.00,111.01,4.00,111.21,-0.00,
194453.00,111.01,4.00,111.15,0.00,
194504.00,109.85,4.00,110.85,-0.00,
194553.00,109.99,4.00,110.55,-0.00,
194602.00,110.03,4.00,110.38,0.00,
194652.00,110.03,4.00,110.18,-0.00,
194702.00,110.43,4.00,110.07,-0.00,
194751.00,109.81,4.00,110.06,0.00,
194801.00,109.81,4.00,110.02,-0.00,
194850.00,110.28,4.00,110.07,0.00,
194900.00,110.32,4.00,110.13,0.00,
194949.00,110.46,4.00,110.14,-0.00,
195002.00,110.46,4.00,110.27,0.00,
195051.00,110.94,4.00,110.49,-0.00,
195100.00,111.45,4.00,110.73,0.00,
195149.00,111.45,4.00,110.95,0.00,
195199.00,110.86,4.00,111.03,-0.00,
195248.00,109.84,4.00,110.91,-0.00,
195297.00,109.81,4.00,110.68,-0.00,
195347.00,109.81,4.00,110.35,0.00,
195397.00,110.50,4.00,110.16,0.00,
195446.00,110.39,4.00,110.07,0.00,
195495.00,110.39,4.00,110.18,-0.00,
195544.00,110.17,4.00,110.25,0.00,
195593.00,110.90,4.00,110.47,-0.00,
195644.00,109.73,4.00,110.32,0.00,
195696.00,109.73,4.00,110.18,-0.00,
195745.00,110.93,4.00,110.29,0.00,
195794.00,109.73,4.00,110.20,0.00,
195843.00,109.73,4.00,109.97,-0.00,
195893.00,110.50,4.00,110.12,0.00,
195943.00,109.88,4.00,110.15,0.00,
195998.00,109.51,4.00,109.87,-0.00,
196047.00,109.51,4.00,109.83,0.00,
196096.00,110.06,4.00,109.89,0.00,
196146.00,110.43,4.00,109.88,0.00,
196196.00,110.28,4.00,109.96,-0.00,
196245.00,110.28,4.00,110.11,-0.00,
196294.00,109.41,4.00,110.09,0.00,
196343.00,109.41,4.00,109.96,-0.00,
196395.00,109.41,4.00,109.76,0.00,
196445.00,109.63,4.00,109.63,0.00,
196495.00,110.39,4.00,109.65,0.00,
196544.00,109.92,4.00,109.75,0.00,
196594.00,109.92,4.00,109.85,-0.00,
196643.00,111.05,4.00,110.18,0.00,
