Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative
90474,106.85,4,106.24,0
90526,107.1,4,106.47,0
90575,107.1,4,106.69,0
90624,107.39,4,106.96,0
90673,107.46,4,107.18,0
90724,107.46,4,107.3,0
90773,107.42,4,107.37,0
90822,106.91,4,107.33,0
90871,107.2,4,107.29,0
90921,107.2,4,107.24,0
90970,106.98,4,107.14,0
91019,107.31,4,107.12,0
91069,107.31,4,107.2,0
91119,106.98,4,107.16,0
91168,106.43,4,107,0
91220,106.4,4,106.88,0
91269,106.4,4,106.7,0
91319,106.14,4,106.47,0
91369,106.79,4,106.43,0
91418,106.79,4,106.5,0
91467,106.32,4,106.49,0
91517,106.57,4,106.52,0
91566,105.77,4,106.45,0
91615,105.77,4,106.25,0
91665,106.94,4,106.27,0
91715,105.89,4,106.19,0
91764,105.89,4,106.05,0
91813,106.54,4,106.2,0
91863,106.4,4,106.33,0
91918,105.37,4,106.01,0
91970,105.37,4,105.91,0
92020,105.85,4,105.91,0
92069,106.07,4,105.81,0
92118,106.61,4,105.86,0
92168,106.61,4,106.1,0
92218,106.1,4,106.25,0
92267,106.76,4,106.43,0
92316,106.76,4,106.57,0
92366,105.77,4,106.4,0
92415,106.61,4,106.4,0
92464,106.03,4,106.39,0
92515,106.03,4,106.24,0
92564,107.11,4,106.31,0
92613,106.97,4,106.55,0
92665,106.97,4,106.62,0
92714,107.3,4,106.87,0
92763,107.19,4,107.11,0
92812,107.04,4,107.09,0
92862,107.04,4,107.1,0
92912,106.24,4,106.96,0
92961,106.78,4,106.86,0
93010,106.78,4,106.78,0
93059,106.56,4,106.68,0
93108,106.09,4,106.49,0
93158,106.09,4,106.46,0
93207,106.6,4,106.43,0
93257,106.53,4,106.38,0
93306,105.65,4,106.19,0
93355,105.65,4,106.1,0
93422,107.18,4,106.32,0
93471,105.65,4,106.13,0
93521,106.49,4,106.12,0
93570,106.49,4,106.29,0
93619,106.31,4,106.42,0
93669,105.9,4,106.17,0
93718,106.63,4,106.36,0
93768,106.63,4,106.39,0
93817,105.54,4,106.2,0
93866,106.67,4,106.28,0
93915,106.67,4,106.43,0
93964,106.93,4,106.49,0
94014,106.34,4,106.43,0
94064,105.87,4,106.5,0
94116,105.87,4,106.34,0
94165,107.25,4,106.45,0
94214,107,4,106.47,0
94263,107,4,106.6,0
94314,106.31,4,106.69,0
94363,106.78,4,106.87,0
94412,107.18,4,106.85,0
94461,107.18,4,106.89,0
94511,106.62,4,106.81,0
94560,107.1,4,106.97,0
94610,107.1,4,107.04,0
94660,106.92,4,106.99,0
94709,106.74,4,106.9,0
94758,106.92,4,106.96,0
94810,106.92,4,106.92,0
94866,106.48,4,106.8,0
94916,107.14,4,106.84,0
94965,105.53,4,106.6,0
95014,105.53,4,106.32,0
95064,106,4,106.14,0
95113,106.48,4,106.14,0
95163,106.48,4,106.01,0
95212,106.67,4,106.23,0
95262,106.48,4,106.42,0
95311,106.7,4,106.56,0
95360,106.7,4,106.61,0
95409,105.97,4,106.5,0
95460,106.45,4,106.46,0
95509,106.45,4,106.45,0
95561,106.23,4,106.36,0
95611,107.29,4,106.48,0
95660,106.92,4,106.67,0
95709,106.92,4,106.76,0
95759,105.79,4,106.63,0
95809,106.78,4,106.74,0
95858,106.78,4,106.64,0
95907,106.78,4,106.61,0
95957,106.41,4,106.51,0
96006,107.13,4,106.77,0
96055,107.13,4,106.84,0
96105,107.28,4,106.94,0
96155,106.65,4,106.92,0
96204,106.65,4,106.97,0
96256,106.84,4,106.91,0
96305,107.38,4,106.96,0
96361,107.27,4,106.96,0
96411,107.27,4,107.08,0
96460,107.6,4,107.27,0
96509,106.22,4,107.15,0
96558,106.22,4,106.91,0
96608,107.05,4,106.87,0
96658,106.9,4,106.8,0
96707,106.76,4,106.63,0
96756,106.76,4,106.74,0
96806,107.05,4,106.9,0
96855,106.69,4,106.83,0
96904,106.69,4,106.79,0
96955,107.09,4,106.86,0
97006,106.54,4,106.81,0
97056,106.76,4,106.75,0
97105,106.76,4,106.77,0
97154,106.54,4,106.74,0
97204,106.25,4,106.57,0
97254,106.25,4,106.51,0
97303,107.13,4,106.59,0
97353,106.36,4,106.51,0
97402,105.71,4,106.34,0
97451,105.71,4,106.23,0
97501,106.15,4,106.21,0
97551,106.26,4,106.04,0
97600,106.26,4,106.02,0
97650,106.26,4,106.13,0
97702,106.11,4,106.21,0
97751,106.88,4,106.35,0
97800,106.88,4,106.48,0
97856,106.69,4,106.56,0
97905,106.44,4,106.6,0
97955,106.73,4,106.72,0
98004,106.73,4,106.69,0
98053,106.58,4,106.63,0
98103,107.57,4,106.81,0
98153,107.57,4,107.03,0
98202,107.35,4,107.16,0
98251,107.2,4,107.25,0
98301,106.51,4,107.24,0
98350,106.51,4,107.03,0
98399,106.73,4,106.86,0
98452,107.09,4,106.81,0
98501,107.09,4,106.78,0
98550,106.98,4,106.88,0
98600,107.09,4,106.99,0
98649,106.8,4,107.01,0
98698,106.8,4,106.95,0
98748,105.85,4,106.7,0
98797,106.22,4,106.55,0
98846,106.22,4,106.37,0
98895,106.07,4,106.23,0
98945,106.29,4,106.13,0
98994,105.7,4,106.1,0
99044,105.7,4,106,0
99093,105.81,4,105.92,0
99145,105.96,4,105.89,0
99194,105.96,4,105.83,0
99243,105.67,4,105.82,0
99292,106.33,4,105.95,0
99347,106.55,4,106.09,0
99397,106.55,4,106.21,0
99446,106.36,4,106.29,0
99496,106.43,4,106.44,0
99545,106.43,4,106.46,0
99594,106.98,4,106.55,0
99644,107.24,4,106.69,0
99693,106.76,4,106.77,0
99742,106.76,4,106.83,0
99792,106.43,4,106.83,0
99843,107.01,4,106.84,0
99893,107.01,4,106.79,0
99943,107.12,4,106.87,0
99992,106.9,4,106.89,0
100042,106.57,4,106.92,0
100091,106.57,4,106.83,0
100140,107.33,4,106.9,0
100190,106.46,4,106.77,0
100240,106.46,4,106.68,0
100289,106.64,4,106.69,0
100339,106.09,4,106.6,0
100388,107.01,4,106.53,0
100438,107.01,4,106.64,0
100487,106.46,4,106.64,0
100537,106.31,4,106.58,0
100589,106.79,4,106.71,0
100639,106.79,4,106.67,0
100688,105.98,4,106.47,0
100737,106.17,4,106.41,0
100787,106.17,4,106.38,0
100842,106.13,4,106.25,0
100892,106.35,4,106.16,0
100942,106.61,4,106.28,0
100991,106.61,4,106.37,0
101040,106.13,4,106.36,0
101091,106.42,4,106.42,0
101140,106.42,4,106.44,0
101190,106.42,4,106.4,0
101239,106.32,4,106.34,0
101291,106.39,4,106.39,0
101340,106.39,4,106.39,0
101391,106.46,4,106.39,0
101440,106.17,4,106.34,0
101489,106.17,4,106.31,0
101539,106.82,4,106.4,0
101588,106.42,4,106.41,0
101638,106.57,4,106.43,0
101687,106.57,4,106.51,0
101737,106.71,4,106.62,0
101787,107.33,4,106.72,0
101836,107.33,4,106.9,0
101885,106.75,4,106.94,0
101935,106.46,4,106.92,0
101988,106.68,4,106.91,0
102037,106.68,4,106.78,0
102087,106.17,4,106.54,0
102136,106.49,4,106.49,0
102185,106.19,4,106.44,0
102235,106.19,4,106.34,0
102284,106.23,4,106.25,0
102339,106.66,4,106.35,0
102389,106.66,4,106.39,0
102439,106.15,4,106.38,0
102488,105.57,4,106.25,0
102537,106.33,4,106.28,0
102588,106.33,4,106.21,0
102637,105.89,4,106.06,0
102689,106.52,4,106.13,0
102739,106.52,4,106.32,0
102788,106.7,4,106.39,0
102837,105.6,4,106.25,0
102888,105.93,4,106.25,0
102937,105.93,4,106.14,0
102986,105.75,4,105.98,0
103036,105.75,4,105.79,0
103085,105.75,4,105.82,0
103135,105.6,4,105.76,0
103185,106,4,105.77,0
103234,105.63,4,105.75,0
103284,105.63,4,105.72,0
103333,106.54,4,105.88,0
103385,106.72,4,106.1,0
103434,107.38,4,106.38,0
103485,107.41,4,106.73,0
103534,107.34,4,107.08,0
103584,106.94,4,107.16,0
103633,106.94,4,107.2,0
103682,106.79,4,107.08,0
103732,106.24,4,106.85,0
103782,107.01,4,106.78,0
103836,107.08,4,106.81,0
103886,107.01,4,106.83,0
103936,106.35,4,106.74,0
103985,106.35,4,106.76,0
104036,106.2,4,106.6,0
104088,105.91,4,106.36,0
104137,105.91,4,106.15,0
104186,105.91,4,106.06,0
104235,105.98,4,105.98,0
104285,106.42,4,106.03,0
104335,106.42,4,106.13,0
104384,105.95,4,106.14,0
104433,105.84,4,106.12,0
104482,105.77,4,106.08,0
104532,105.77,4,105.95,0
104581,106.31,4,105.93,0
104630,105.84,4,105.9,0
104680,105.84,4,105.91,0
104730,104.78,4,105.71,0
104782,105.91,4,105.74,0
104831,105.29,4,105.53,0
104880,105.29,4,105.42,0
104929,105.58,4,105.37,0
104980,105.4,4,105.5,0
105029,105.4,4,105.39,0
105078,105.9,4,105.52,0
105127,106.23,4,105.7,0
105176,106.34,4,105.86,0
105226,106.34,4,106.04,0
105276,106.52,4,106.27,0
105325,106.37,4,106.36,0
105380,106.48,4,106.41,0
105429,106.48,4,106.44,0
105481,106.59,4,106.49,0
105532,107.03,4,106.59,0
105581,107.03,4,106.72,0
105630,106.51,4,106.73,0
105680,106.92,4,106.81,0
105729,106.19,4,106.73,0
105779,106.19,4,106.56,0
105829,106.58,4,106.48,0
105878,106.22,4,106.42,0
105928,106.22,4,106.28,0
105977,105.02,4,106.05,0
106026,104.83,4,105.78,0
106076,105.57,4,105.57,0
106126,105.57,4,105.44,0
106178,105.2,4,105.24,0
106228,105.64,4,105.36,0
106277,105.64,4,105.52,0
106326,105.24,4,105.46,0
106376,105.06,4,105.35,0
106426,105.71,4,105.46,0
106475,105.71,4,105.47,0
106525,105.49,4,105.44,0
106574,104.11,4,105.22,0
106624,104.11,4,105.03,0
106673,105.35,4,104.96,0
106723,105.27,4,104.87,0
106773,105.78,4,104.93,0
106822,105.78,4,105.26,0
106880,105.27,4,105.49,0
106929,105.85,4,105.59,0
106980,106.29,4,105.8,0
107029,106.29,4,105.9,0
107078,106.65,4,106.07,0
107128,106.32,4,106.28,0
107177,106.32,4,106.37,0
107226,106.21,4,106.36,0
107276,106.25,4,106.35,0
107326,106.07,4,106.24,0
107375,106.07,4,106.18,0
107425,106.18,4,106.15,0
107474,106.79,4,106.27,0
107523,106.79,4,106.38,0
107575,106.1,4,106.39,0
107626,105.3,4,106.23,0
107675,105.92,4,106.18,0
107725,105.92,4,106.01,0
107774,105.77,4,105.8,0
107823,105.3,4,105.64,0
107873,105.3,4,105.64,0
107923,105.84,4,105.62,0
107972,105.4,4,105.52,0
108022,106.17,4,105.6,0
108071,106.17,4,105.78,0
108120,105.63,4,105.84,0
108170,105.26,4,105.73,0
108220,105.26,4,105.7,0
108272,105.19,4,105.5,0
108326,105.7,4,105.41,0
108376,105.12,4,105.31,0
108426,105.12,4,105.28,0
108476,105.04,4,105.23,0
108526,106.1,4,105.41,0
108575,105.77,4,105.43,0
108624,105.77,4,105.56,0
108674,105.33,4,105.6,0
108723,105.51,4,105.7,0
108773,105.51,4,105.58,0
108823,106.46,4,105.72,0
108872,106.56,4,105.88,0
108922,106.6,4,106.13,0
108974,106.6,4,106.35,0
109023,107.22,4,106.69,0
109073,105.83,4,106.56,0
109123,105.83,4,106.42,0
109172,106.92,4,106.48,0
109221,105.54,4,106.27,0
109271,106.38,4,106.1,0
109320,106.38,4,106.21,0
109371,106.31,4,106.3,0
109420,106.27,4,106.17,0
109469,106.27,4,106.32,0
109519,105.97,4,106.24,0
109568,106.16,4,106.2,0
109618,105.43,4,106.02,0
109670,105.43,4,105.85,0
109720,105.57,4,105.71,0
109769,105.5,4,105.62,0
109823,106.05,4,105.6,0
109873,106.05,4,105.72,0
109923,105.5,4,105.73,0
109972,105.58,4,105.73,0
110022,105.58,4,105.75,0
110071,105.65,4,105.67,0
110120,105.76,4,105.61,0
110169,105.43,4,105.6,0
110219,105.4,4,105.56,0
110269,105.29,4,105.5,0
110318,105.8,4,105.53,0
110370,105.8,4,105.54,0
110419,105.98,4,105.65,0
110469,105.95,4,105.76,0
110518,105.95,4,105.89,0
110568,105.95,4,105.92,0
110617,106.56,4,106.08,0
110666,105.69,4,106.02,0
110716,105.69,4,105.97,0
110765,106.23,4,106.02,0
110814,107,4,106.24,0
110864,106.78,4,106.28,0
110914,106.78,4,106.5,0
110963,106.86,4,106.73,0
111012,106.78,4,106.84,0
111064,106.78,4,106.8,0
111113,106.24,4,106.69,0
111164,106.53,4,106.64,0
111213,106.2,4,106.51,0
111262,106.2,4,106.39,0
111312,106.49,4,106.33,0
111367,106.75,4,106.43,0
111417,106.75,4,106.48,0
111467,106.53,4,106.54,0
111516,105.51,4,106.4,0
111565,105.65,4,106.24,0
111615,105.65,4,106.02,0
111664,106.53,4,105.97,0
111715,105.58,4,105.78,0
111767,105.58,4,105.8,0
111816,106.24,4,105.92,0
111865,106.35,4,106.06,0
111915,105.15,4,105.78,0
111964,105.15,4,105.69,0
112014,105.92,4,105.76,0
112064,105.41,4,105.6,0
112113,105.41,4,105.41,0
112163,106.2,4,105.62,0
112212,105.37,4,105.66,0
112261,106.35,4,105.75,0
112311,106.35,4,105.93,0
112361,106.71,4,106.2,0
112410,106.79,4,106.31,0
112462,107.4,4,106.72,0
112512,107.4,4,106.93,0
112561,107.22,4,107.11,0
112611,106.97,4,107.16,0
112661,106.97,4,107.19,0
112710,106.86,4,107.08,0
112760,106.83,4,106.97,0
112809,106.49,4,106.82,0
112864,106.49,4,106.73,0
112914,106.97,4,106.73,0
112964,105.84,4,106.52,0
113013,105.84,4,106.33,0
113062,105.73,4,106.18,0
113112,106.1,4,106.1,0
113164,105.81,4,105.86,0
113214,105.81,4,105.86,0
113263,106.21,4,105.93,0
113313,105.26,4,105.84,0
113362,105.26,4,105.67,0
113412,106.28,4,105.76,0
113461,106.72,4,105.95,0
113511,105.56,4,105.82,0
113561,105.56,4,105.88,0
113610,106.29,4,106.08,0
113659,106.25,4,106.08,0
113709,106.25,4,105.98,0
113758,106.04,4,106.08,0
113808,106.29,4,106.23,0
113860,106.55,4,106.28,0
113910,106.55,4,106.34,0
113959,106.51,4,106.39,0
114008,105.9,4,106.36,0
114058,107.21,4,106.55,0
114108,107.25,4,106.68,0
114158,107.1,4,106.79,0
114207,107.32,4,106.95,0
114256,107.32,4,107.24,0
114306,107.93,4,107.38,0
114362,108.55,4,107.64,0
114411,107.86,4,107.8,0
114461,107.86,4,107.9,0
114510,109.1,4,108.26,0
114562,109.02,4,108.48,0
114611,109.02,4,108.57,0
114662,109.17,4,108.83,0
114711,108.7,4,109,0
114760,109.46,4,109.08,0
114810,109.46,4,109.16,0
114859,108.73,4,109.1,0
114908,109.57,4,109.19,0
114959,109.57,4,109.36,0
115008,110.12,4,109.49,0
115058,110.41,4,109.68,0
115107,110.63,4,110.06,0
115156,110.63,4,110.27,0
115206,110.52,4,110.46,0
115259,110.64,4,110.57,0
115308,110.97,4,110.68,0
115357,110.97,4,110.74,0
115406,111,4,110.82,0
115456,111.59,4,111.03,0
115505,111.59,4,111.22,0
115555,112.25,4,111.48,0
115604,111.3,4,111.55,0
115654,111.3,4,111.61,0
115703,112.73,4,111.83,0
115752,111.52,4,111.82,0
115801,112.54,4,111.88,0
115857,112.54,4,112.13,0
115906,113.12,4,112.49,0
115959,112.8,4,112.51,0
116008,113.89,4,112.98,0
116057,113.89,4,113.25,0
116106,114,4,113.54,0
116156,114.15,4,113.75,0
116206,114.15,4,114.02,0
116255,113.67,4,113.97,0
116304,114.51,4,114.1,0
116353,114.55,4,114.21,0
116403,114.55,4,114.29,0
116453,115.2,4,114.5,0
116502,114.81,4,114.72,0
116551,114.81,4,114.78,0
116601,115.06,4,114.88,0
116653,115.28,4,115.03,0
116702,115.61,4,115.11,0
116752,115.61,4,115.27,0
116802,115.39,4,115.39,0
116851,115.79,4,115.53,0
116900,115.79,4,115.64,0
116950,115.82,4,115.68,0
116999,115.83,4,115.72,0
117050,115.68,4,115.78,0
117099,115.68,4,115.76,0
117148,116.12,4,115.83,0
117198,116.23,4,115.91,0
117247,116.23,4,115.99,0
117296,116.56,4,116.17,0
117355,117.59,4,116.55,0
117404,116.46,4,116.62,0
117454,116.46,4,116.66,0
117503,116.9,4,116.79,0
117552,117.7,4,117.02,0
117603,117.55,4,117.01,0
117652,117.55,4,117.23,0
117702,117.59,4,117.46,0
117751,118.5,4,117.78,0
117800,118.5,4,117.94,0
117850,118.13,4,118.05,0
117899,118.27,4,118.2,0
117949,119.77,4,118.64,0
117999,119.77,4,118.89,0
118051,120.03,4,119.2,0
118100,119.62,4,119.49,0
118150,119.62,4,119.76,0
118199,119.95,4,119.8,0
118249,119.88,4,119.82,0
118299,120.36,4,119.89,0
118348,120.36,4,120.03,0
118397,120.5,4,120.21,0
118447,121.6,4,120.54,0
118496,121.6,4,120.88,0
118547,121.16,4,121.04,0
118596,121.6,4,121.29,0
118645,121.85,4,121.56,0
118695,121.85,4,121.61,0
118747,121.41,4,121.58,0
118796,122.48,4,121.84,0
118853,122.25,4,121.97,0
118902,122.25,4,122.05,0
118951,121.85,4,122.05,0
119001,122.7,4,122.31,0
119050,122.7,4,122.35,0
119100,122.66,4,122.43,0
119150,122.95,4,122.57,0
119199,123.14,4,122.83,0
119249,123.14,4,122.92,0
119298,122.85,4,122.95,0
119347,122.37,4,122.89,0
119398,122.37,4,122.77,0
119450,123.47,4,122.84,0
119499,123.43,4,122.9,0
119548,123.91,4,123.11,0
119598,123.91,4,123.42,0
119647,125.29,4,124,0
119698,124.52,4,124.21,0
119747,124.52,4,124.43,0
119796,125.18,4,124.68,0
119846,125.36,4,124.98,0
119895,126.09,4,125.13,0
119944,126.09,4,125.45,0
119995,126.31,4,125.8,0
120044,126.09,4,125.99,0
120094,126.09,4,126.13,0
120146,126.53,4,126.22,0
120195,126.13,4,126.23,0
120244,126.09,4,126.18,0
120295,126.09,4,126.18,0
120350,126.38,4,126.24,0
120399,127.08,4,126.35,0
120448,126.71,4,126.47,0
120498,126.71,4,126.59,0
120548,126.71,4,126.72,0
120597,127.18,4,126.88,0
120647,127.18,4,126.9,0
120696,127.88,4,127.13,0
120746,128.07,4,127.41,0
120795,128.18,4,127.7,0
120848,128.18,4,127.9,0
120897,128.43,4,128.15,0
120946,128.8,4,128.33,0
120996,128.8,4,128.48,0
121045,128.36,4,128.52,0
121094,128.95,4,128.67,0
121143,129.28,4,128.84,0
121194,129.28,4,128.94,0
121243,128.92,4,128.96,0
121292,128.99,4,129.08,0
121341,128.99,4,129.09,0
121391,129.43,4,129.12,0
121440,130.27,4,129.32,0
121490,130.56,4,129.64,0
121542,130.56,4,129.96,0
121591,131.36,4,130.43,0
121641,131.07,4,130.76,0
121690,131.07,4,130.92,0
121739,130.88,4,130.99,0
121789,131.54,4,131.18,0
121843,131.54,4,131.22,0
121893,131.54,4,131.32,0
121943,131.76,4,131.45,0
121992,131.21,4,131.52,0
122042,131.21,4,131.45,0
122091,130.78,4,131.3,0
122141,131.91,4,131.38,0
122190,131.03,4,131.23,0
122242,131.03,4,131.19,0
122291,131.29,4,131.21,0
122341,131.43,4,131.34,0
122391,131.43,4,131.24,0
122440,131.03,4,131.24,0
122490,131.32,4,131.3,0
122539,130.78,4,131.2,0
122588,130.78,4,131.07,0
122639,130.63,4,130.91,0
122688,130.92,4,130.89,0
122738,130.92,4,130.8,0
122787,131.62,4,130.97,0
122836,131.51,4,131.12,0
122886,131.18,4,131.23,0
122939,131.18,4,131.28,0
122988,131.44,4,131.39,0
123038,130.82,4,131.23,0
123087,131.07,4,131.14,0
123136,131.07,4,131.12,0
123186,131.44,4,131.17,0
123236,131.44,4,131.17,0
123285,131.44,4,131.29,0
123339,131.62,4,131.4,0
123390,131.95,4,131.57,0
123439,132.31,4,131.75,0
123489,132.31,4,131.92,0
123539,132.16,4,132.07,0
123588,132.68,4,132.28,0
123638,132.68,4,132.43,0
123690,132.71,4,132.51,0
123739,131.87,4,132.42,0
123788,132.71,4,132.53,0
123839,132.71,4,132.54,0
123888,132.71,4,132.54,0
123938,132.46,4,132.49,0
123987,132.46,4,132.61,0
124036,132.24,4,132.52,0
124086,131.18,4,132.21,0
124136,131.87,4,132.04,0
124185,131.87,4,131.93,0
124235,130.78,4,131.59,0
124284,131.99,4,131.54,0
124334,131.99,4,131.7,0
124387,131.73,4,131.67,0
124436,131.08,4,131.51,0
124485,130.38,4,131.43,0
124535,130.38,4,131.11,0
124584,131.19,4,130.95,0
124633,130.79,4,130.77,0
124683,131.89,4,130.93,0
124733,131.89,4,131.23,0
124783,130.75,4,131.3,0
124837,131.56,4,131.38,0
124887,131.56,4,131.53,0
124937,130.79,4,131.31,0
124987,131.34,4,131.2,0
125036,131.3,4,131.31,0
125084,131.3,4,131.26,0
125133,131.85,4,131.32,0
125182,131.3,4,131.42,0
125232,131.3,4,131.41,0
125281,131.48,4,131.45,0
125331,131.67,4,131.52,0
125381,131.48,4,131.45,0
125460,131.85,4,131.56,0
125721,131.49,4,131.6,0
125985,131.67,4,131.63,0
126252,132.04,4,131.71,0
126513,131.21,4,131.65,0
126780,131.57,4,131.6,0
127040,131.31,4,131.56,0
127105,131.9,4,131.61,0
127154,131.16,4,131.43,0
127205,131.35,4,131.46,0
127254,130.54,4,131.25,0
127303,130.54,4,131.1,0
127353,130.98,4,130.92,0
127402,130.51,4,130.78,0
127451,130.51,4,130.62,0
127502,130.43,4,130.59,0
127551,130.62,4,130.61,0
127601,129.77,4,130.37,0
127650,129.77,4,130.22,0
127699,130.94,4,130.31,0
127749,130.87,4,130.4,0
127802,130.87,4,130.45,0
127851,131.16,4,130.72,0
127900,130.51,4,130.87,0
127949,130.91,4,130.86,0
127999,130.91,4,130.87,0
128048,130.91,4,130.88,0
128097,130.77,4,130.8,0
128147,130.77,4,130.85,0
128197,130.99,4,130.87,0
128246,130.95,4,130.88,0
128295,130.52,4,130.8,0
128344,130.52,4,130.75,0
128394,129.06,4,130.41,0
128444,130.59,4,130.33,0
128496,130.59,4,130.25,0
128545,130.48,4,130.25,0
128600,130.7,4,130.28,0
128649,130.92,4,130.65,0
128699,130.92,4,130.72,0
128749,130.33,4,130.67,0
128798,130.81,4,130.73,0
128847,130.81,4,130.76,0
128897,130.8,4,130.73,0
128946,132.05,4,130.96,0
128996,132.04,4,131.3,0
129045,132.04,4,131.55,0
129094,131.09,4,131.6,0
129144,131.9,4,131.82,0
129196,130.73,4,131.56,0
129245,130.73,4,131.3,0
129295,131.57,4,131.2,0
129345,131.13,4,131.21,0
129394,131.13,4,131.06,0
129443,130.62,4,131.03,0
129493,131.28,4,131.14,0
129542,131.17,4,131.06,0
129593,131.24,4,131.09,0
129642,131.43,4,131.15,0
129691,131.03,4,131.23,0
129741,131.03,4,131.18,0
129790,131.35,4,131.21,0
129839,130.84,4,131.14,0
129892,130.19,4,130.89,0
129942,130.19,4,130.72,0
129991,130.52,4,130.62,0
130041,130.59,4,130.47,0
130096,130.59,4,130.42,0
130145,130.92,4,130.56,0
130196,130.08,4,130.54,0
130245,130.74,4,130.59,0
130294,130.74,4,130.62,0
130344,130.48,4,130.59,0
130393,129.72,4,130.35,0
130442,129.72,4,130.28,0
130493,130.41,4,130.21,0
130542,130.52,4,130.17,0
130594,131.14,4,130.3,0
130644,131.14,4,130.58,0
130693,131.28,4,130.9,0
130742,131.69,4,131.15,0
130793,131.36,4,131.32,0
130842,131.36,4,131.36,0
130891,131.21,4,131.38,0
130941,130.88,4,131.3,0
130990,130.88,4,131.14,0
131040,130.23,4,130.91,0
131090,130.48,4,130.74,0
131139,129.94,4,130.48,0
131189,129.97,4,130.3,0
131238,130.04,4,130.13,0
131290,129.94,4,130.07,0
131339,129.94,4,129.96,0
131390,130.56,4,130.09,0
131439,130.27,4,130.15,0
131488,130.48,4,130.24,0
131537,130.48,4,130.35,0
131592,130.71,4,130.5,0
131643,130.82,4,130.55,0
131692,130.82,4,130.66,0
131741,129.98,4,130.56,0
131791,129.87,4,130.44,0
131840,131.16,4,130.53,0
131889,131.16,4,130.6,0
131940,130.87,4,130.61,0
131992,130.5,4,130.71,0
132041,130.5,4,130.84,0
132090,130.61,4,130.73,0
132140,131.05,4,130.71,0
132189,130.87,4,130.71,0
132239,130.87,4,130.78,0
132289,130.61,4,130.8,0
132338,131.12,4,130.9,0
132387,131.12,4,130.92,0
132437,131.19,4,130.98,0
132486,130.9,4,130.99,0
132535,131.78,4,131.22,0
132586,131.78,4,131.35,0
132635,131.41,4,131.41,0
132687,131.08,4,131.39,0
132737,131.3,4,131.47,0
132786,131.3,4,131.38,0
132836,131.78,4,131.38,0
132885,131.2,4,131.33,0
132935,131.2,4,131.36,0
132984,130.72,4,131.24,0
133033,130.98,4,131.17,0
133088,130.47,4,130.91,0
133139,130.47,4,130.77,0
133188,131.53,4,130.83,0
133237,132.19,4,131.12,0
133287,132.19,4,131.37,0
133336,131.64,4,131.6,0
133388,131.35,4,131.78,0
133438,131.68,4,131.81,0
133488,131.68,4,131.71,0
133537,131.97,4,131.67,0
133586,132.08,4,131.75,0
133635,132.08,4,131.9,0
133684,130.48,4,131.66,0
133734,132.67,4,131.86,0
133784,132.74,4,132.01,0
133833,132.74,4,132.14,0
133882,132.59,4,132.25,0
133931,133.44,4,132.84,0
133980,133.44,4,132.99,0
134031,134.01,4,133.24,0
134083,133.5,4,133.4,0
134132,134.38,4,133.75,0
134181,134.38,4,133.94,0
134230,135.58,4,134.37,0
134279,136.2,4,134.81,0
134330,136.2,4,135.35,0
134379,135.66,4,135.6,0
134428,136.28,4,135.98,0
134477,137.23,4,136.31,0
134527,137.23,4,136.52,0
134580,136.68,4,136.61,0
134632,136.86,4,136.85,0
134681,137.08,4,137.01,0
134730,137.08,4,136.98,0
134782,136.68,4,136.88,0
134831,136.57,4,136.85,0
134881,136.57,4,136.79,0
134931,137.48,4,136.87,0
134980,137.44,4,136.95,0
135030,137.99,4,137.21,0
135079,137.99,4,137.5,0
135128,137.66,4,137.72,0
135178,138.43,4,137.91,0
135228,138.43,4,138.1,0
135277,138.43,4,138.19,0
135327,138.29,4,138.25,0
135376,139.38,4,138.59,0
135425,139.38,4,138.78,0
135477,139.5,4,139,0
135528,139.5,4,139.21,0
135577,139.5,4,139.45,0
135626,139.79,4,139.53,0
135676,139.49,4,139.55,0
135725,140.52,4,139.76,0
135774,140.52,4,139.96,0
135825,140.73,4,140.21,0
135874,141.83,4,140.62,0
135923,141.83,4,141.09,0
135973,141.54,4,141.29,0
136022,141.57,4,141.5,0
136076,141.5,4,141.65,0
136127,141.5,4,141.59,0
136179,142.05,4,141.63,0
136229,142.12,4,141.75,0
136278,142.56,4,141.94,0
136327,142.56,4,142.16,0
136378,142.12,4,142.28,0
136427,142.12,4,142.3,0
136476,142.12,4,142.3,0
136526,143.22,4,142.43,0
136575,142.49,4,142.41,0
136624,143.69,4,142.73,0
136675,143.69,4,143.04,0
136724,142.49,4,143.12,0
136773,143.84,4,143.24,0
136822,143.84,4,143.51,0
136874,143.65,4,143.5,0
136924,143.51,4,143.47,0
136974,144.17,4,143.8,0
137023,144.17,4,143.87,0
137073,144.24,4,143.95,0
137122,144.54,4,144.12,0
137171,144.54,4,144.33,0
137221,143.8,4,144.26,0
137270,144.76,4,144.38,0
137320,145.27,4,144.58,0
137370,145.27,4,144.73,0
137419,144.46,4,144.71,0
137468,145.04,4,144.96,0
137518,145.04,4,145.01,0
137576,145.74,4,145.11,0
137626,145.88,4,145.23,0
137675,146.25,4,145.59,0
137724,146.25,4,145.83,0
137774,146.94,4,146.21,0
137823,146.87,4,146.44,0
137873,146.87,4,146.63,0
137923,147.34,4,146.85,0
137972,146.98,4,147,0
138021,146.57,4,146.93,0
138071,146.57,4,146.87,0
138120,147.78,4,147.05,0
138170,147.37,4,147.05,0
138220,147.37,4,147.13,0
